cliente,n_operaciones,n_vigentes,monto_total,saldo_total,plazo_prom,tasa_prom,patrimonio_tec,max_dias_mora,oficina,tipo_credito,garantia,sexo,calificacion_riesgo,antiguedad_max_dias,dias_hasta_ultimo_venc,riesgo_actual
242188,2,2,25000,20467.629999999997,60.0,14.49,41490.0,0,12,CONSUMO,PERSONAL,F,A1,656,1647,0
242263,2,2,12300,8689.05,36.0,14.945,28445.43,0,12,CONSUMO,PERSONAL,M,A1,350,1212,0
242272,2,0,26500,22802.36,38.0,11.844999999999999,44880.0,394,7,CONSUMO,HIPOTECA,F,E,1283,153,1
242312,2,2,18000,10289.22,50.0,17.15,40000.0,0,7,MICROCRÉDITO,PERSONAL,M,A1,1174,838,0
242543,2,2,71000,55477.15,84.0,12.495000000000001,70886.59,0,7,CONSUMO,HIPOTECA,F,A1,1132,2505,0
242609,2,0,13000,6785.75,29.5,14.49,10000.0,524,7,CONSUMO,PERSONAL,M,E,1419,-384,1
242828,2,2,22000,19510.67,42.0,16.044999999999998,15584.0,0,9,CONSUMO,PERSONAL,M,A1,313,1513,0
242870,2,2,30000,18718.55,78.0,9.774999999999999,165076.1,0,9,INMOBILIARIO,HIPOTECA,F,A1,1341,2312,0
242988,2,2,35000,34537.28,48.0,14.09,80000.0,0,5,CONSUMO,PERSONAL,M,A1,42,1426,0
243136,2,2,21500,18658.42,72.0,14.440000000000001,32900.0,0,12,CONSUMO,PERSONAL,F,A1,625,1958,0
243636,2,2,25000,15748.189999999999,72.0,14.99,56170.0,0,7,CONSUMO,PERSONAL,F,A1,1404,1287,0
243730,2,2,15000,2460.6499999999996,48.0,14.49,15522.0,0,7,CONSUMO,PERSONAL,M,A1,1399,388,0
243808,2,2,20500,2750.13,30.0,14.440000000000001,159212.0,0,12,CONSUMO,PERSONAL,M,A1,1391,68,0
243948,2,2,18300,8932.449999999999,54.0,15.245000000000001,30860.0,0,12,CONSUMO,PERSONAL,F,A1,1395,795,0
243949,2,2,25000,21129.72,59.0,14.49,51550.0,0,12,CONSUMO,PERSONAL,M,A1,600,1601,0
244045,2,2,30000,18227.120000000003,60.0,14.440000000000001,21700.0,0,10,CONSUMO,PERSONAL,M,A1,1380,1139,0
244167,2,2,20000,12159.5,55.0,15.489999999999998,122466.0,0,11,CONSUMO,PERSONAL,M,A1,874,1241,0
244244,2,2,28000,15025.86,33.0,14.989999999999998,28941.0,0,11,CONSUMO,PERSONAL,F,A1,469,1106,0
244386,3,3,33400,28027.56,54.666666666666664,14.69,39576.0,0,12,CONSUMO,PERSONAL,M,A1,671,1780,0
244456,2,2,19000,4908.09,42.0,14.99,105953.0,0,12,CONSUMO,PERSONAL,F,A1,1391,618,0
244506,2,2,35000,24904.04,72.0,13.99,56179.0,0,12,CONSUMO,PERSONAL,F,A1,1388,1773,0
244676,2,2,28000,24793.32,29.0,15.895,19372.04,0,9,CONSUMO,PERSONAL,M,A1,201,1024,0
244750,2,2,24800,16739.85,67.5,16.395,45727.0,16,7,CONSUMO,PERSONAL,F,A1,1381,1262,1
244764,2,2,18000,2537.25,36.0,16.99,41242.74,0,9,MICROCRÉDITO,PERSONAL,F,A1,1388,265,0
244945,2,2,30000,19457.56,60.0,15.489999999999998,141790.0,0,5,CONSUMO,PERSONAL,M,A1,1387,1318,0
244950,2,2,27300,24433.92,60.0,14.995000000000001,124460.0,0,12,CONSUMO,PERSONAL,F,A1,275,1551,0
245124,2,2,18300,15950.84,72.0,14.440000000000001,13474.0,0,4,CONSUMO,PERSONAL,F,A1,544,2021,0
245559,3,3,122000,69262.71,56.0,11.579999999999998,340000.0,0,9,INMOBILIARIO,HIPOTECA,F,A1,1323,1714,0
245606,2,2,13173,5316.83,36.0,15.495,11970.0,0,11,CONSUMO,DPF,M,A1,1017,426,0
245810,2,2,26000,24178.72,72.0,14.49,44925.39,9,5,CONSUMO,PERSONAL,M,A1,428,2150,1
245816,2,2,21750,19362.83,72.0,14.49,16000.0,0,5,CONSUMO,PERSONAL,M,A1,653,1923,0
245851,2,2,45000,34369.39,57.0,15.489999999999998,52000.0,2,11,CONSUMO,PERSONAL,M,A1,1231,1671,1
245864,2,2,13500,7573.24,48.0,16.5,9540.0,11,8,CONSUMO,PERSONAL,M,A2,870,719,1
245938,2,2,24000,15525.720000000001,57.0,14.49,54460.0,0,12,CONSUMO,PERSONAL,F,A1,1364,1175,0
246049,2,2,17000,10745.32,42.0,14.745000000000001,8638.98,0,10,CONSUMO,PERSONAL,F,A1,926,902,0
246105,2,0,27000,5705.03,48.0,15.989999999999998,37662.0,37,4,CONSUMO,PERSONAL,M,B1,1350,237,1
246179,2,2,40000,19099.96,54.0,14.49,78630.93,0,5,CONSUMO,PERSONAL,M,A1,1371,1300,0
246786,2,2,12000,11916.17,54.0,14.09,15950.0,0,5,CONSUMO,PERSONAL,M,A1,69,1773,0
246886,2,2,35000,25228.28,66.0,13.99,118000.0,0,5,CONSUMO,PERSONAL,F,A1,1343,1435,0
247090,2,2,16000,8822.44,48.0,14.440000000000001,5000.0,0,12,CONSUMO,PERSONAL,M,A1,1349,1139,0
247299,2,2,20000,18766.32,66.0,14.59,68606.0,0,12,CONSUMO,PERSONAL,F,A1,292,2079,0
247530,2,2,30160,22151.12,72.0,14.49,23963.0,0,5,CONSUMO,PERSONAL,F,A1,1337,1688,0
247546,2,2,25000,16239.22,60.0,14.49,51650.0,9,12,CONSUMO,PERSONAL,M,A1,1349,1176,1
247553,2,2,31400,27752.12,72.0,14.49,91920.0,0,5,CONSUMO,PERSONAL,M,A1,573,1982,0
247788,2,2,32000,24943.760000000002,48.0,15.344999999999999,62787.35,0,9,CONSUMO,PERSONAL,F,A1,660,1181,0
247799,2,2,22700,16054.25,48.0,14.245000000000001,70405.59,0,10,CONSUMO,PERSONAL,F,A1,770,1450,0
247870,2,2,31200,14662.699999999999,48.0,14.49,22883.5,0,5,CONSUMO,PERSONAL,F,A1,1345,1010,0
248088,2,2,28000,20927.7,66.0,13.99,18304.92,0,12,CONSUMO,PERSONAL,M,A1,1342,1422,0
248133,3,3,44000,34692.26,68.0,16.163333333333334,24052.04,26,4,MICROCRÉDITO,PERSONAL,M,B1,1141,1545,1
248294,2,2,9500,4699.06,24.0,14.989999999999998,65776.0,0,9,CONSUMO,PERSONAL,M,A1,707,413,0
248308,2,2,20000,17946.39,36.0,17.35,58273.73,0,9,MICROCRÉDITO,PERSONAL,M,A1,245,1448,0
248541,2,2,9000,2888.0,49.5,15.489999999999998,104322.5,0,5,CONSUMO,PERSONAL,M,A1,1336,593,0
248631,2,2,29050,10925.07,42.5,15.49,15821.49,0,11,CONSUMO,PERSONAL,M,A2,1323,534,0
248686,2,2,15000,8957.36,42.0,15.44,57500.0,0,9,CONSUMO,PERSONAL,F,A1,1007,1147,0
248877,2,2,25000,14566.560000000001,54.0,14.49,218316.37,0,5,CONSUMO,PERSONAL,M,A1,1330,1323,0
249112,2,0,30000,27046.72,19.5,15.745000000000001,34345.13,498,5,CONSUMO,PERSONAL,F,E,938,-344,1
249132,2,0,10000,8311.67,16.0,14.745000000000001,13250.0,595,11,CONSUMO,PERSONAL,F,E,961,-428,1
249431,2,2,8000,4526.1900000000005,24.0,15.945,22194.95,0,12,CONSUMO,PERSONAL,F,A1,440,635,0
249564,2,2,15200,13463.880000000001,66.0,15.09,12427.9,0,1,CONSUMO,PERSONAL,M,A1,558,2002,0
249785,2,2,22000,18723.11,72.0,14.745000000000001,27584.0,5,12,CONSUMO,PERSONAL,F,A1,924,1699,1
249789,3,3,19000,14228.240000000002,30.0,16.93,95174.29,1,9,MICROCRÉDITO,PERSONAL,M,A1,447,851,1
249798,2,2,13500,6750.86,30.0,14.49,9105.76,0,10,CONSUMO,PERSONAL,M,A1,677,551,0
250122,2,2,8000,6896.259999999999,51.0,14.49,30610.0,0,4,CONSUMO,PERSONAL,M,A1,511,1692,0
250314,2,2,46100,34222.869999999995,84.0,16.945,49317.32,0,4,MICROCRÉDITO,PERSONAL,F,A1,1272,2508,0
250324,2,0,24000,20368.93,47.0,14.99,29630.3,31,9,CONSUMO,HIPOTECA,F,A3,612,1672,1
250434,2,2,8000,6311.0599999999995,30.5,14.245000000000001,120860.13,0,8,CONSUMO,PERSONAL,M,A1,722,726,0
250544,2,2,5050,2970.04,36.0,15.995000000000001,47733.0,0,2,CONSUMO,PERSONAL,M,A1,700,937,0
250609,2,2,30000,22384.07,48.0,14.440000000000001,190200.0,0,2,CONSUMO,PERSONAL,F,A1,459,1525,0
250801,2,2,20000,16695.46,45.0,15.120000000000001,30000.0,0,5,CONSUMO,PERSONAL,M,A1,469,1196,0
250860,3,3,50000,35249.84,76.0,15.226666666666667,24612.0,0,1,CONSUMO,PERSONAL,M,A1,1287,2160,0
250923,2,2,16500,7528.14,71.0,15.245000000000001,74384.0,0,12,CONSUMO,PERSONAL,F,A1,1297,1241,0
250987,2,0,22600,16964.35,26.5,14.49,28500.0,635,5,CONSUMO,PERSONAL,M,E,1301,-195,1
251052,2,2,15000,2769.16,48.0,14.49,68000.0,0,7,CONSUMO,PERSONAL,F,A1,1300,319,0
251115,2,2,23000,6356.33,48.0,15.245000000000001,109909.0,0,8,CONSUMO,PERSONAL,F,A1,1297,643,0
251123,2,2,24410,12770.65,48.0,14.49,27000.0,0,5,CONSUMO,PERSONAL,M,A1,1294,1055,0
251174,2,0,8000,4097.599999999999,30.0,14.49,7805.0,772,7,CONSUMO,PERSONAL,M,E,1293,36,1
251718,2,2,26500,22470.27,102.0,11.844999999999999,14034.23,26,4,CONSUMO,HIPOTECA,F,A2,1262,3108,1
251792,2,2,25000,19579.699999999997,66.0,14.745000000000001,96100.0,0,5,CONSUMO,PERSONAL,F,A2,1014,1727,0
251824,2,2,9500,8298.09,22.0,14.59,6806.0,2,2,CONSUMO,PERSONAL,M,A1,295,1244,1
251874,2,2,15000,13288.74,48.0,14.59,13170.0,0,10,CONSUMO,PERSONAL,F,A1,328,1316,0
251924,2,2,25000,17384.96,30.0,14.49,62260.0,0,8,CONSUMO,PERSONAL,M,A1,537,582,0
252020,2,0,13000,8043.870000000001,36.5,14.49,16678.0,432,7,CONSUMO,PERSONAL,F,E,1282,145,1
252316,2,2,20000,15306.66,48.0,14.745000000000001,27236.39,0,5,CONSUMO,PERSONAL,M,A1,747,1287,0
252375,2,2,23615,16108.41,60.0,15.09,46800.0,0,5,CONSUMO,PERSONAL,M,A1,1266,1195,0
252379,2,2,2400,1085.51,15.0,15.19,18424.0,0,12,CONSUMO,PERSONAL,M,A1,413,201,0
252518,2,2,40125,21959.42,42.0,14.49,265000.0,0,5,CONSUMO,PERSONAL,M,A1,1274,714,0
252640,2,2,50000,48842.97,54.0,14.945,133897.0,0,8,CONSUMO,PERSONAL,M,A1,61,1756,0
252698,2,2,6000,2864.94,21.0,15.395,15555.0,0,4,CONSUMO,PERSONAL,M,A1,377,526,0
252708,2,2,23000,20763.71,72.0,14.49,32575.0,0,12,CONSUMO,PERSONAL,F,A1,561,1993,0
252826,2,2,35000,23025.53,66.0,14.49,140000.0,0,5,CONSUMO,PERSONAL,F,A1,1265,1629,0
252919,2,2,22500,16444.63,54.0,14.245000000000001,15646.0,0,10,CONSUMO,PERSONAL,M,A1,828,1811,0
253053,2,2,15000,15000.0,60.0,14.09,76000.0,0,5,CONSUMO,PERSONAL,M,A1,7,1820,0
253149,2,2,11200,7132.43,42.0,13.99,6638.0,0,5,CONSUMO,PERSONAL,F,A1,1265,1101,0
253156,2,2,10000,5534.15,54.0,15.495000000000001,20907.0,0,4,CONSUMO,PERSONAL,F,A1,930,1567,0
253166,2,2,40000,13861.88,60.0,15.489999999999998,24000.0,0,5,CONSUMO,PERSONAL,F,A1,1266,1191,0
253202,2,2,15000,7912.03,48.0,14.440000000000001,17460.0,0,12,CONSUMO,PERSONAL,F,A1,1238,740,0
253262,2,2,15500,11021.61,42.0,14.49,70000.0,0,7,CONSUMO,PERSONAL,F,A1,611,849,0
253480,2,2,25000,10865.82,36.0,14.745000000000001,12000.0,0,12,CONSUMO,PERSONAL,F,A1,1013,565,0
253530,2,2,12500,9745.05,48.0,14.745000000000001,16781.0,0,12,CONSUMO,PERSONAL,F,A1,853,1703,0
253614,2,0,10000,2.0,13.5,15.489999999999998,10000.0,707,5,CONSUMO,PERSONAL,F,E,1258,-653,1
254020,2,2,21000,11111.44,42.0,15.09,17200.0,0,5,CONSUMO,PERSONAL,M,A1,1249,942,0
254101,2,2,30000,26355.120000000003,72.0,14.49,26719.0,0,5,CONSUMO,PERSONAL,F,A1,635,1937,0
254139,2,2,10600,10172.949999999999,43.5,16.495,23098.0,0,4,CONSUMO,PERSONAL,F,A1,160,2031,0
254170,2,2,50000,33524.08,78.0,12.6,39400.0,0,12,CONSUMO,HIPOTECA,F,A1,1188,1729,0
254306,2,2,13000,12501.34,36.0,14.945,21709.5,0,8,CONSUMO,PERSONAL,M,A1,77,1034,0
254359,2,2,20000,11616.33,54.0,15.489999999999998,33957.0,26,12,CONSUMO,PERSONAL,M,A3,1239,1563,1
254367,2,0,15000,7342.32,26.0,15.245000000000001,13897.0,672,7,CONSUMO,PERSONAL,F,E,1245,-384,1
254675,2,2,13100,12471.77,48.0,17.345,16290.0,0,2,CONSUMO,PERSONAL,M,A1,220,1622,0
254685,2,2,26000,22163.25,60.0,16.22,18606.72,0,10,CONSUMO,PERSONAL,F,A1,629,1591,0
254804,2,2,15000,5058.530000000001,30.0,15.245000000000001,14509.66,0,8,CONSUMO,PERSONAL,M,A1,916,278,0
255256,2,0,12000,9806.17,16.0,14.49,7300.0,674,5,CONSUMO,PERSONAL,M,E,1231,-534,1
255293,2,2,24000,16803.9,54.0,15.945,22159.3,9,12,CONSUMO,PERSONAL,F,A1,1231,1318,1
255348,2,2,37500,26409.670000000002,60.0,14.49,24363.0,0,1,CONSUMO,PERSONAL,M,A1,1203,1354,0
255359,2,0,10000,8976.83,16.0,14.49,7100.0,838,5,CONSUMO,PERSONAL,F,E,1232,-653,1
255459,2,2,53000,45122.85,66.0,12.52,84454.73,0,4,CONSUMO,HIPOTECA,M,A1,539,2008,0
255478,2,2,17000,11444.890000000001,54.0,14.49,15100.0,0,5,CONSUMO,PERSONAL,M,A1,584,1688,0
255552,2,2,16000,13256.369999999999,39.0,15.09,9050.29,0,4,CONSUMO,PERSONAL,F,A1,429,1412,0
255645,2,2,26700,24242.989999999998,60.0,15.09,50050.0,0,8,CONSUMO,PERSONAL,F,A1,443,2385,0
255682,2,2,59890,56493.65,96.0,11.92,83361.83,26,5,CONSUMO,HIPOTECA,F,A1,491,3901,1
255988,2,2,11300,8799.02,41.0,15.344999999999999,17258.0,0,2,CONSUMO,PERSONAL,F,A1,644,1503,0
256016,2,2,27000,10996.769999999999,62.0,15.09,22313.22,0,12,CONSUMO,PERSONAL,F,A1,1218,1517,0
256056,2,2,14000,13089.58,72.0,15.19,100000.0,0,7,CONSUMO,PERSONAL,F,A1,418,2172,0
256068,2,2,16350,10147.6,66.0,14.440000000000001,26071.0,0,7,CONSUMO,PERSONAL,M,A1,1221,1517,0
256116,2,2,35000,29367.89,67.0,14.245000000000001,25348.6,0,10,CONSUMO,PERSONAL,M,A1,826,1731,0
256146,2,2,28000,19284.0,60.0,15.245000000000001,60040.0,0,12,CONSUMO,PERSONAL,F,A1,1213,1202,0
256257,2,2,23000,19404.96,25.0,16.09,47198.48,0,7,CONSUMO,PERSONAL,F,A1,629,1258,0
256260,2,2,31000,28377.27,72.0,14.59,37200.0,0,2,CONSUMO,PERSONAL,F,A1,398,2158,0
256303,2,2,16800,14416.9,54.0,16.395,29648.0,0,4,CONSUMO,HIPOTECA,F,A1,498,2063,0
256530,2,0,10000,6741.29,48.0,15.7,21020.0,152,5,CONSUMO,PERSONAL,F,D,782,700,1
256575,2,2,7450,6831.58,29.0,15.19,8000.0,0,11,CONSUMO,PERSONAL,F,A1,215,1330,0
256740,2,2,21440,15169.29,66.0,14.440000000000001,20191.54,0,5,CONSUMO,PERSONAL,M,A1,1209,1489,0
257119,2,2,24200,20220.7,72.0,14.745000000000001,22100.0,0,5,CONSUMO,PERSONAL,M,A1,771,1785,0
257236,2,2,22260,14024.29,60.0,14.440000000000001,17495.0,0,5,CONSUMO,PERSONAL,M,A1,1192,1121,0
257240,2,2,30000,28271.55,51.0,15.445,56799.81,0,11,CONSUMO,PERSONAL,F,A1,289,1815,0
257256,2,2,27100,21332.760000000002,66.0,13.99,122337.0,0,5,CONSUMO,PERSONAL,M,A1,1198,1469,0
257282,2,2,17000,5431.38,39.0,16.845,45631.38,0,9,MICROCRÉDITO,PERSONAL,M,A1,1203,439,0
257286,2,2,30000,22654.620000000003,72.0,14.49,49664.5,0,12,CONSUMO,PERSONAL,F,A1,1203,1637,0
257351,2,2,20000,10441.11,43.5,17.35,17806.0,0,8,MICROCRÉDITO,PERSONAL,F,A1,373,1191,0
257381,2,2,60000,58607.58,54.0,16.365,79547.0,0,8,CONSUMO,PERSONAL,M,A1,103,1724,0
257396,2,2,2150,1441.5900000000001,8.0,16.495,6638.26,0,7,CONSUMO,PERSONAL,M,A1,370,362,0
257399,2,2,30500,14634.6,56.0,15.245000000000001,47330.71,0,10,CONSUMO,PERSONAL,F,A1,1196,1145,0
257411,2,2,16000,12379.57,66.5,15.09,33326.46,0,10,CONSUMO,PERSONAL,M,A1,1197,2053,0
257510,2,2,18000,15108.69,66.0,15.489999999999998,17900.0,0,11,CONSUMO,PERSONAL,M,A1,610,1587,0
257620,2,2,27000,24363.239999999998,45.0,14.09,150000.0,0,5,CONSUMO,PERSONAL,M,A1,267,1394,0
257673,2,0,10000,5598.61,23.0,17.395,10000.0,240,8,MICROCRÉDITO,PERSONAL,M,E,1197,-65,1
257692,2,2,25000,22786.58,60.0,15.09,31100.0,0,8,CONSUMO,PERSONAL,M,A1,488,2079,0
257699,2,2,19350,13402.17,48.0,13.99,21200.0,0,5,CONSUMO,PERSONAL,F,A1,1191,1354,0
257707,2,2,18000,16809.64,42.0,15.895,182980.0,0,8,CONSUMO,PERSONAL,M,A1,153,1314,0
257721,2,2,12000,8306.630000000001,23.0,16.445,28442.0,0,4,MICROCRÉDITO,PERSONAL,F,A1,751,1076,0
258070,2,2,35000,30160.410000000003,57.0,13.99,62093.0,0,11,CONSUMO,PERSONAL,F,A1,647,1561,0
258083,2,2,30000,21003.62,54.0,15.489999999999998,31792.22,0,5,CONSUMO,PERSONAL,M,A1,1190,1000,0
258118,2,2,25000,13497.08,48.0,13.99,42000.0,0,5,CONSUMO,PERSONAL,M,A1,1191,1405,0
258159,2,2,27450,19844.45,54.0,13.99,25100.0,0,5,CONSUMO,PERSONAL,F,A1,1190,1055,0
258289,2,0,7000,5384.6,12.0,15.645,20100.0,772,5,CONSUMO,PERSONAL,M,E,1188,-657,1
258660,2,2,30000,20976.66,66.0,14.49,15623.0,0,5,CONSUMO,PERSONAL,F,A1,1183,1640,0
258705,2,0,15000,7579.53,27.0,14.395,32000.0,462,5,CONSUMO,PERSONAL,F,E,1157,-195,1
258713,2,2,19000,10963.82,60.0,14.395,21966.0,0,5,CONSUMO,PERSONAL,M,A1,1182,1727,0
258897,2,2,53000,39813.47,114.0,9.825,55961.0,0,9,INMOBILIARIO,HIPOTECA,M,A1,1141,3323,0
258916,2,2,30000,18251.4,60.0,14.395,42732.0,0,7,CONSUMO,PERSONAL,M,A1,1168,1561,0
258925,2,2,35000,19655.88,54.0,14.440000000000001,98000.0,1,5,CONSUMO,PERSONAL,F,A1,1174,1126,1
259072,2,2,12000,3842.65,39.0,14.99,14100.0,0,11,CONSUMO,PERSONAL,M,A1,1171,490,0
259194,2,2,3300,2307.65,9.0,15.19,12377.0,0,7,CONSUMO,PERSONAL,M,A1,149,222,0
259402,2,2,20000,15197.96,54.5,14.745000000000001,17913.0,0,5,CONSUMO,PERSONAL,M,A2,813,1721,0
259522,2,2,12900,9351.199999999999,58.5,14.545,34500.0,29,4,CONSUMO,PERSONAL,M,A3,1135,1514,1
259615,2,2,17500,5693.6,36.0,14.440000000000001,29568.19,0,5,CONSUMO,PERSONAL,F,A1,1167,434,0
259628,2,2,50000,39677.51,84.0,12.42,69927.64,0,4,CONSUMO,HIPOTECA,M,A1,1158,1997,0
259741,2,2,30000,20784.6,66.0,15.44,42195.0,0,12,CONSUMO,PERSONAL,M,A1,1158,1517,0
260011,2,2,38000,35105.57,52.0,15.395,52970.04,0,12,CONSUMO,PERSONAL,F,A1,349,1695,0
260056,2,2,24000,19209.2,20.0,14.695,17976.0,0,4,CONSUMO,PERSONAL,F,A1,692,1512,0
260218,2,2,15000,12563.17,72.0,15.344999999999999,35025.0,0,4,CONSUMO,PERSONAL,F,A1,660,2315,0
260286,2,2,21000,13526.04,47.0,14.49,70056.0,0,11,CONSUMO,PERSONAL,F,A1,966,902,0
260315,2,2,19200,12007.39,52.0,15.15,26957.0,9,8,MICROCRÉDITO,PERSONAL,M,A1,1157,902,1
260453,2,2,35000,29458.33,66.0,14.440000000000001,79823.0,0,12,CONSUMO,PERSONAL,F,A1,540,2032,0
260578,2,2,25000,18197.6,41.0,14.545,48056.3,0,6,CONSUMO,PERSONAL,F,A1,1143,1476,0
260594,2,2,30000,20621.62,30.0,15.245000000000001,24736.0,0,5,CONSUMO,PERSONAL,F,A1,792,681,0
260673,2,2,31000,19256.33,60.5,15.44,155102.21,0,5,CONSUMO,PERSONAL,F,A1,1143,1517,0
260795,2,2,18500,8829.81,57.0,14.594999999999999,30000.0,1,5,CONSUMO,PERSONAL,M,A1,1143,1196,1
260920,2,2,20000,17559.29,43.0,14.995000000000001,16607.0,0,5,CONSUMO,PERSONAL,M,A1,280,1282,0
260997,2,2,5500,1831.6799999999998,42.0,17.09,23523.36,0,7,MICROCRÉDITO,PERSONAL,F,A1,1128,359,0
261034,2,2,23000,9097.55,36.5,14.695,78091.0,0,12,CONSUMO,PERSONAL,M,A1,1039,453,0
261125,2,2,27100,11613.630000000001,48.0,15.15,148630.0,0,12,CONSUMO,PERSONAL,F,A1,1139,684,0
261365,2,2,75000,61534.43,124.0,9.825,158867.35,0,9,INMOBILIARIO,HIPOTECA,M,A1,1118,2853,0
261484,2,2,23450,18775.64,42.0,17.075,32276.71,0,12,MICROCRÉDITO,PERSONAL,F,A1,537,1356,0
261499,2,2,24000,20786.14,12.0,15.595,55024.0,0,4,CONSUMO,PERSONAL,M,A1,877,1680,0
261741,1,1,15000,13463.66,36.0,16.0,163798.61,0,10,MICROCRÉDITO,PERSONAL,M,A1,177,938,0
261824,2,2,15000,10859.230000000001,54.0,14.594999999999999,36000.0,0,5,CONSUMO,PERSONAL,F,A1,1121,1637,0
261959,3,0,14200,7056.46,30.0,14.393333333333333,17807.0,265,5,CONSUMO,PERSONAL,M,E,1127,-100,1
262158,2,2,30000,19054.42,10.0,14.395,31898.58,0,4,CONSUMO,PERSONAL,M,A1,1115,1589,0
262210,2,2,20000,18443.29,54.0,14.59,28300.0,0,12,CONSUMO,PERSONAL,M,A1,276,1657,0
262230,2,2,29065,13290.59,42.0,14.545,84745.0,0,5,CONSUMO,PERSONAL,F,A1,1113,755,0
262464,2,2,9500,4151.32,5.0,16.145,12216.2,0,4,CONSUMO,PERSONAL,F,A1,868,250,0
262500,2,2,11300,9734.43,33.0,14.59,14000.0,0,8,CONSUMO,PERSONAL,M,A1,278,1202,0
262541,2,2,22000,16006.529999999999,54.0,14.245000000000001,280213.0,0,5,CONSUMO,PERSONAL,F,A1,1104,1435,0
262553,2,2,22000,12806.47,48.0,14.594999999999999,136642.0,0,5,CONSUMO,PERSONAL,F,A1,1112,1262,0
262606,2,2,25000,20004.06,72.0,14.594999999999999,219300.0,0,5,CONSUMO,PERSONAL,F,A1,1113,1693,0
262904,2,2,22000,15876.990000000002,61.0,14.745000000000001,18200.0,0,5,CONSUMO,PERSONAL,F,A1,1106,1685,0
262953,2,1,8000,3626.4399999999996,48.0,14.545,4410.18,132,4,CONSUMO,PERSONAL,F,A1,1106,720,1
263063,2,2,8070,8070.0,179.0,15.0,89000.0,0,11,CONSUMO,DPF,M,A1,176,15,0
263093,2,2,20000,9602.009999999998,48.0,15.489999999999998,19900.0,0,11,CONSUMO,PERSONAL,M,A1,1104,1369,0
263716,2,2,30000,27915.370000000003,54.0,14.09,140542.0,0,11,CONSUMO,PERSONAL,F,A1,196,1752,0
263766,2,2,80000,60188.14,90.0,12.675,83667.86,11,9,CONSUMO,HIPOTECA,M,A1,1065,2170,1
263820,2,2,8000,2437.96,42.0,14.745000000000001,8900.0,0,12,CONSUMO,PERSONAL,F,A1,1086,370,0
263936,2,2,3100,1586.52,3.5,15.344999999999999,10390.0,0,4,CONSUMO,PERSONAL,M,A1,583,386,0
264113,2,2,8700,7599.589999999999,42.0,17.875,17828.0,0,3,MICROCRÉDITO,PERSONAL,M,A1,447,1755,0
264209,2,2,30000,21313.120000000003,54.0,14.745000000000001,37000.0,0,10,CONSUMO,PERSONAL,M,A1,1050,1114,0
264268,2,2,12000,10137.2,48.5,14.245000000000001,20000.0,0,5,CONSUMO,PERSONAL,F,A1,1078,1832,0
264329,2,2,20000,18462.84,60.0,14.59,53100.0,0,5,CONSUMO,PERSONAL,F,A1,240,1596,0
264339,2,2,25000,16968.61,60.0,14.745000000000001,47000.0,0,5,CONSUMO,PERSONAL,M,A1,1078,1588,0
264361,2,2,16000,2422.4,30.0,17.275,16150.0,0,12,MICROCRÉDITO,PERSONAL,M,A1,1056,156,0
264417,2,2,21200,11041.089999999998,46.5,15.645,40110.0,0,12,CONSUMO,PERSONAL,M,A1,1071,1019,0
264421,2,2,35000,26435.07,30.0,14.59,235000.0,0,5,CONSUMO,PERSONAL,F,A1,350,755,0
264773,2,2,13000,10034.359999999999,48.0,14.245000000000001,14000.0,0,5,CONSUMO,PERSONAL,M,A1,1069,1769,0
264864,2,2,7500,6613.74,16.0,15.19,16143.0,0,4,CONSUMO,PERSONAL,M,A1,286,1384,0
264927,2,0,8200,3636.8199999999997,49.0,14.745000000000001,114173.0,99,11,CONSUMO,PERSONAL,F,C1,1062,539,1
265006,2,2,22000,17439.449999999997,36.0,14.49,35179.43,0,10,CONSUMO,PERSONAL,M,A1,436,964,0
265042,2,0,6580,4536.389999999999,19.0,14.745000000000001,20000.0,597,7,CONSUMO,PERSONAL,M,E,1049,-322,1
265292,2,2,20000,10441.73,56.0,15.245000000000001,78900.0,0,7,CONSUMO,PERSONAL,M,A1,1050,1471,0
265507,2,2,8000,4970.610000000001,48.0,14.695,4077.2,0,4,CONSUMO,PERSONAL,F,A1,1050,806,0
265615,2,2,49000,43675.54,84.0,11.92,158567.44,0,8,CONSUMO,HIPOTECA,F,A1,651,3008,0
265738,2,2,18500,15014.5,42.0,15.19,65380.55,0,9,CONSUMO,PERSONAL,M,A1,147,1805,0
265852,2,2,7300,4533.84,67.0,15.245000000000001,9268.0,0,7,CONSUMO,PERSONAL,M,A1,1031,2109,0
265867,2,2,13250,12540.26,39.0,14.59,34512.0,0,4,CONSUMO,PERSONAL,F,A1,223,1755,0
265961,4,4,11600,11600.0,111.25,15.0,35000.0,0,5,CONSUMO,DPF,F,A1,69,176,0
266003,2,2,25000,12828.310000000001,36.0,14.745000000000001,115230.0,0,8,CONSUMO,PERSONAL,F,A1,1037,488,0
266288,2,2,5890,2851.86,33.0,14.745000000000001,3300.0,0,12,CONSUMO,PERSONAL,M,A1,1035,805,0
266614,2,2,30000,20721.309999999998,48.0,14.245000000000001,17613.0,0,10,CONSUMO,PERSONAL,M,A1,1022,1076,0
266857,2,2,15380,9434.23,54.0,14.245000000000001,50562.77,0,7,CONSUMO,PERSONAL,M,A1,1013,1394,0
266930,2,2,36000,28845.519999999997,72.0,14.245000000000001,75000.0,0,10,CONSUMO,PERSONAL,F,A1,1015,1749,0
